Category ID,Category Path,Standard Fee Rate,Basic Fee Rate,Premium Fee Rate,Anchor Fee Rate
163109,"Antiques > Linens & Textiles (Pre-1930) > Lace, Crochet & Doilies > Collars & Cuffs",10%,9.15%,9.15%,9.15%
39445,"Antiques > Linens & Textiles (Pre-1930) > Lace, Crochet & Doilies > Doilies",10%,9.15%,9.15%,9.15%
39446,"Antiques > Linens & Textiles (Pre-1930) > Lace, Crochet & Doilies > Runners",10%,9.15%,9.15%,9.15%
39447,"Antiques > Linens & Textiles (Pre-1930) > Lace, Crochet & Doilies > Tablecloths",10%,9.15%,9.15%,9.15%
39448,"Antiques > Linens & Textiles (Pre-1930) > Lace, Crochet & Doilies > Trim & Edging",10%,9.15%,9.15%,9.15%
2219,"Antiques > Linens & Textiles (Pre-1930) > Lace, Crochet & Doilies > Other Antique Lace & Crochet",10%,9.15%,9.15%,9.15%
63624,Antiques > Linens & Textiles (Pre-1930) > Pillows,10%,9.15%,9.15%,9.15%
2221,Antiques > Linens & Textiles (Pre-1930) > Quilts > Completed Quilts,10%,9.15%,9.15%,9.15%
63634,Antiques > Linens & Textiles (Pre-1930) > Quilts > Quilt Blocks,10%,9.15%,9.15%,9.15%
170064,Antiques > Linens & Textiles (Pre-1930) > Quilts > Quilt Tops,10%,9.15%,9.15%,9.15%
2223,Antiques > Linens & Textiles (Pre-1930) > Samplers,10%,9.15%,9.15%,9.15%
2224,Antiques > Linens & Textiles (Pre-1930) > Tapestries,10%,9.15%,9.15%,9.15%
171178,Antiques > Linens & Textiles (Pre-1930) > Price Guides & Publications,10%,9.15%,9.15%,9.15%
362,Antiques > Linens & Textiles (Pre-1930) > Other Antique Textiles,10%,9.15%,9.15%,9.15%
23048,Antiques > Manuscripts,10%,9.15%,9.15%,9.15%
98448,"Antiques > Maps, Atlases & Globes > Africa Maps",10%,9.15%,9.15%,9.15%
98450,"Antiques > Maps, Atlases & Globes > Asia Maps",10%,9.15%,9.15%,9.15%
98462,"Antiques > Maps, Atlases & Globes > Australia/Oceania Maps",10%,9.15%,9.15%,9.15%
98452,"Antiques > Maps, Atlases & Globes > Central America/Caribbean Maps",10%,9.15%,9.15%,9.15%
98454,"Antiques > Maps, Atlases & Globes > Europe Maps",10%,9.15%,9.15%,9.15%
179654,"Antiques > Maps, Atlases & Globes > North America Maps",10%,9.15%,9.15%,9.15%
98464,"Antiques > Maps, Atlases & Globes > South America Maps",10%,9.15%,9.15%,9.15%
98466,"Antiques > Maps, Atlases & Globes > World Maps",10%,9.15%,9.15%,9.15%
184438,"Antiques > Maps, Atlases & Globes > Celestial Maps",10%,9.15%,9.15%,9.15%
184439,"Antiques > Maps, Atlases & Globes > Curiosities Maps",10%,9.15%,9.15%,9.15%
63595,"Antiques > Maps, Atlases & Globes > Digital Maps",10%,9.15%,9.15%,9.15%
98468,"Antiques > Maps, Atlases & Globes > World & Celestial Globes",10%,9.15%,9.15%,9.15%
37964,"Antiques > Maps, Atlases & Globes > Map & Globe Mixed Lots",10%,9.15%,9.15%,9.15%
151725,"Antiques > Maps, Atlases & Globes > Map & Globe Reproductions",10%,9.15%,9.15%,9.15%
63615,Antiques > Maritime > Anchors,10%,9.15%,9.15%,9.15%
63617,Antiques > Maritime > Diving Helmets,10%,9.15%,9.15%,9.15%
37968,Antiques > Maritime > Fishing Nets & Floats,10%,9.15%,9.15%,9.15%
163090,Antiques > Maritime > Harpoons,10%,9.15%,9.15%,9.15%
63616,"Antiques > Maritime > Maritime Bells, Whistles & Horns",10%,9.15%,9.15%,9.15%
163082,Antiques > Maritime > Maritime Blueprints,10%,9.15%,9.15%,9.15%
184484,Antiques > Maritime > Maritime Cannons & Cannon Balls,10%,9.15%,9.15%,9.15%
163084,Antiques > Maritime > Maritime Cleats & Chocks,10%,9.15%,9.15%,9.15%
37966,Antiques > Maritime > Maritime Clocks,10%,9.15%,9.15%,9.15%
37967,Antiques > Maritime > Maritime Compasses,10%,9.15%,9.15%,9.15%
184485,"Antiques > Maritime > Maritime Flags, Ensigns & Pennants",10%,9.15%,9.15%,9.15%
156318,Antiques > Maritime > Maritime Folk Art,10%,9.15%,9.15%,9.15%
37969,Antiques > Maritime > Maritime Lamps & Lighting,10%,9.15%,9.15%,9.15%
163083,Antiques > Maritime > Maritime Navigational Charts,10%,9.15%,9.15%,9.15%
37971,Antiques > Maritime > Maritime Navigational Instruments,10%,9.15%,9.15%,9.15%
163085,Antiques > Maritime > Maritime Parallel Rules,10%,9.15%,9.15%,9.15%
163086,Antiques > Maritime > Maritime Plaques & Signs,10%,9.15%,9.15%,9.15%
63618,Antiques > Maritime > Maritime Portholes & Hatches,10%,9.15%,9.15%,9.15%
171175,Antiques > Maritime > Maritime Price Guides & Publications,10%,9.15%,9.15%,9.15%
163087,Antiques > Maritime > Maritime Propellers,10%,9.15%,9.15%,9.15%
163088,Antiques > Maritime > Maritime Pulleys,10%,9.15%,9.15%,9.15%
156319,Antiques > Maritime > Maritime Reproductions,10%,9.15%,9.15%,9.15%
63619,Antiques > Maritime > Maritime Scrimshaw Replicas,10%,9.15%,9.15%,9.15%
163089,Antiques > Maritime > Maritime Telegraphs,10%,9.15%,9.15%,9.15%
37972,Antiques > Maritime > Maritime Telescopes,10%,9.15%,9.15%,9.15%
37973,Antiques > Maritime > Maritime Wheels,10%,9.15%,9.15%,9.15%
37970,Antiques > Maritime > Model Ships,10%,9.15%,9.15%,9.15%
66638,Antiques > Maritime > Other Maritime Antiques,10%,9.15%,9.15%,9.15%
163092,"Antiques > Mercantile, Trades & Factories > Barber Chairs",10%,9.15%,9.15%,9.15%
163093,"Antiques > Mercantile, Trades & Factories > Binding, Embossing & Printing",10%,9.15%,9.15%,9.15%
163094,"Antiques > Mercantile, Trades & Factories > Cash Register, Adding Machines",10%,9.15%,9.15%,9.15%
163095,"Antiques > Mercantile, Trades & Factories > Display Cases",10%,9.15%,9.15%,9.15%
163096,"Antiques > Mercantile, Trades & Factories > Industrial Molds",10%,9.15%,9.15%,9.15%
163097,"Antiques > Mercantile, Trades & Factories > Safes & Still Banks",10%,9.15%,9.15%,9.15%
163098,"Antiques > Mercantile, Trades & Factories > Scales",10%,9.15%,9.15%,9.15%
163099,"Antiques > Mercantile, Trades & Factories > Typewriters",10%,9.15%,9.15%,9.15%
163100,"Antiques > Mercantile, Trades & Factories > Other Mercantile Antiques",10%,9.15%,9.15%,9.15%
156320,Antiques > Musical Instruments (Pre-1930) > Brass,10%,9.15%,9.15%,9.15%
37975,Antiques > Musical Instruments (Pre-1930) > Keyboard,10%,9.15%,9.15%,9.15%
37976,Antiques > Musical Instruments (Pre-1930) > Percussion,10%,9.15%,9.15%,9.15%
181727,Antiques > Musical Instruments (Pre-1930) > String,10%,9.15%,9.15%,9.15%
37977,Antiques > Musical Instruments (Pre-1930) > Wind,10%,9.15%,9.15%,9.15%
156321,Antiques > Musical Instruments (Pre-1930) > Reproductions,10%,9.15%,9.15%,9.15%
171176,Antiques > Musical Instruments (Pre-1930) > Price Guides & Publications,10%,9.15%,9.15%,9.15%
156322,Antiques > Musical Instruments (Pre-1930) > Other Antique Instruments,10%,9.15%,9.15%,9.15%
100928,Antiques > Periods & Styles > Aesthetic Movement,10%,9.15%,9.15%,9.15%
69471,Antiques > Periods & Styles > Art Deco,10%,9.15%,9.15%,9.15%
69472,Antiques > Periods & Styles > Art Nouveau,10%,9.15%,9.15%,9.15%
96768,Antiques > Periods & Styles > Arts & Crafts Movement,10%,9.15%,9.15%,9.15%
69473,Antiques > Periods & Styles > Mid-Century Modernism,10%,9.15%,9.15%,9.15%
151738,Antiques > Periods & Styles > Victorian,10%,9.15%,9.15%,9.15%
171179,Antiques > Periods & Styles > Price Guides & Publications,10%,9.15%,9.15%,9.15%
163128,Antiques > Periods & Styles > Other Antique Periods & Styles,10%,9.15%,9.15%,9.15%
1217,Antiques > Primitives,10%,9.15%,9.15%,9.15%
163102,Antiques > Restoration & Care > Cleaners & Polish,10%,9.15%,9.15%,9.15%
163104,Antiques > Restoration & Care > Storage & Display,10%,9.15%,9.15%,9.15%
163105,Antiques > Restoration & Care > Other Antique Restoration,10%,9.15%,9.15%,9.15%
37978,Antiques > Rugs & Carpets,10%,9.15%,9.15%,9.15%
163023,Antiques > Science & Medicine (Pre-1930) > Apothecary & Pharmaceutical > Bottles & Jars,10%,9.15%,9.15%,9.15%
163024,Antiques > Science & Medicine (Pre-1930) > Apothecary & Pharmaceutical > Mortar & Pestles,10%,9.15%,9.15%,9.15%
163025,Antiques > Science & Medicine (Pre-1930) > Apothecary & Pharmaceutical > Scales,10%,9.15%,9.15%,9.15%
163026,Antiques > Science & Medicine (Pre-1930) > Apothecary & Pharmaceutical > Other Antique Apothecary,10%,9.15%,9.15%,9.15%
163027,Antiques > Science & Medicine (Pre-1930) > Dentistry,10%,9.15%,9.15%,9.15%
163028,Antiques > Science & Medicine (Pre-1930) > Engineering,10%,9.15%,9.15%,9.15%
163030,Antiques > Science & Medicine (Pre-1930) > Medicine > Doctor Bags,10%,9.15%,9.15%,9.15%
4069,Antiques > Science & Medicine (Pre-1930) > Medicine > Quack Medicine,10%,9.15%,9.15%,9.15%
163031,Antiques > Science & Medicine (Pre-1930) > Medicine > Stethoscopes,10%,9.15%,9.15%,9.15%
163032,Antiques > Science & Medicine (Pre-1930) > Medicine > Surgical Sets,10%,9.15%,9.15%,9.15%
163033,Antiques > Science & Medicine (Pre-1930) > Medicine > Surgical Tools,10%,9.15%,9.15%,9.15%
1210,Antiques > Science & Medicine (Pre-1930) > Medicine > Other Medical Antiques,10%,9.15%,9.15%,9.15%
170063,Antiques > Science & Medicine (Pre-1930) > Mining,10%,9.15%,9.15%,9.15%
163034,Antiques > Science & Medicine (Pre-1930) > Optical,10%,9.15%,9.15%,9.15%
163036,Antiques > Science & Medicine (Pre-1930) > Scientific Instruments > Barometers,10%,9.15%,9.15%,9.15%
163037,Antiques > Science & Medicine (Pre-1930) > Scientific Instruments > Microscopes & Lab Equipment,10%,9.15%,9.15%,9.15%
361,Antiques > Science & Medicine (Pre-1930) > Scientific Instruments > Other Antique Science Equip,10%,9.15%,9.15%,9.15%
171167,Antiques > Science & Medicine (Pre-1930) > Price Guides & Publications,10%,9.15%,9.15%,9.15%
20095,"Antiques > Science & Medicine (Pre-1930) > Other Antique Science, Medical",10%,9.15%,9.15%,9.15%
156324,Antiques > Sewing (Pre-1930) > Baskets & Boxes,10%,9.15%,9.15%,9.15%
156325,Antiques > Sewing (Pre-1930) > Buttons,10%,9.15%,9.15%,9.15%
156326,Antiques > Sewing (Pre-1930) > Furniture,10%,9.15%,9.15%,9.15%
156328,Antiques > Sewing (Pre-1930) > Needles & Cases,10%,9.15%,9.15%,9.15%
156329,Antiques > Sewing (Pre-1930) > Patterns,10%,9.15%,9.15%,9.15%
167949,Antiques > Sewing (Pre-1930) > Pin Cushions,10%,9.15%,9.15%,9.15%
156327,Antiques > Sewing (Pre-1930) > Sewing Machines,10%,9.15%,9.15%,9.15%
163106,Antiques > Sewing (Pre-1930) > Sewing Machine Parts,10%,9.15%,9.15%,9.15%
156332,Antiques > Sewing (Pre-1930) > Spools & Thread,10%,9.15%,9.15%,9.15%
156330,Antiques > Sewing (Pre-1930) > Thimbles,10%,9.15%,9.15%,9.15%
167950,"Antiques > Sewing (Pre-1930) > Tools, Scissors & Measures",10%,9.15%,9.15%,9.15%
171177,Antiques > Sewing (Pre-1930) > Price Guides & Publications,10%,9.15%,9.15%,9.15%
156331,Antiques > Sewing (Pre-1930) > Other Antique Sewing,10%,9.15%,9.15%,9.15%
105908,Antiques > Silver > Sterling Silver (.925) > Ash Trays,10%,9.15%,9.15%,9.15%
163056,"Antiques > Silver > Sterling Silver (.925) > Bottles, Decanters & Flasks",10%,9.15%,9.15%,9.15%
37991,Antiques > Silver > Sterling Silver (.925) > Bowls,10%,9.15%,9.15%,9.15%
37992,Antiques > Silver > Sterling Silver (.925) > Boxes,10%,9.15%,9.15%,9.15%
105911,Antiques > Silver > Sterling Silver (.925) > Brushes & Grooming Sets,10%,9.15%,9.15%,9.15%
20103,Antiques > Silver > Sterling Silver (.925) > Candlesticks & Candelabra,10%,9.15%,9.15%,9.15%
105899,Antiques > Silver > Sterling Silver (.925) > Card Cases,10%,9.15%,9.15%,9.15%
105900,Antiques > Silver > Sterling Silver (.925) > Cigarette & Vesta Cases,10%,9.15%,9.15%,9.15%
163055,Antiques > Silver > Sterling Silver (.925) > Creamers & Sugar Bowls,10%,9.15%,9.15%,9.15%
37993,Antiques > Silver > Sterling Silver (.925) > Cups & Goblets,10%,9.15%,9.15%,9.15%
63620,Antiques > Silver > Sterling Silver (.925) > Dishes & Coasters,10%,9.15%,9.15%,9.15%
20104,Antiques > Silver > Sterling Silver (.925) > Flatware & Silverware,10%,9.15%,9.15%,9.15%
63623,Antiques > Silver > Sterling Silver (.925) > Miniatures,10%,9.15%,9.15%,9.15%
113310,Antiques > Silver > Sterling Silver (.925) > Mustard Pots,10%,9.15%,9.15%,9.15%
39440,Antiques > Silver > Sterling Silver (.925) > Napkin Rings & Clips,10%,9.15%,9.15%,9.15%
37995,Antiques > Silver > Sterling Silver (.925) > Pitchers & Jugs,10%,9.15%,9.15%,9.15%
163272,Antiques > Silver > Sterling Silver (.925) > Plates & Chargers,10%,9.15%,9.15%,9.15%
39441,Antiques > Silver > Sterling Silver (.925) > Platters & Trays,10%,9.15%,9.15%,9.15%
39442,Antiques > Silver > Sterling Silver (.925) > Salt & Pepper Shakers,10%,9.15%,9.15%,9.15%
163273,Antiques > Silver > Sterling Silver (.925) > Salt Cellars,10%,9.15%,9.15%,9.15%
105914,Antiques > Silver > Sterling Silver (.925) > Sauce Boats,10%,9.15%,9.15%,9.15%
63621,Antiques > Silver > Sterling Silver (.925) > Souvenir Spoons,10%,9.15%,9.15%,9.15%
63622,Antiques > Silver > Sterling Silver (.925) > Sugar Bowls & Tongs,10%,9.15%,9.15%,9.15%
37998,Antiques > Silver > Sterling Silver (.925) > Tea/Coffee Pots & Sets,10%,9.15%,9.15%,9.15%
107440,Antiques > Silver > Sterling Silver (.925) > Thimbles,10%,9.15%,9.15%,9.15%
39443,Antiques > Silver > Sterling Silver (.925) > Vases & Urns,10%,9.15%,9.15%,9.15%
107441,Antiques > Silver > Sterling Silver (.925) > Vinaigrettes,10%,9.15%,9.15%,9.15%
163271,Antiques > Silver > Sterling Silver (.925) > Mixed Lots,10%,9.15%,9.15%,9.15%
1215,Antiques > Silver > Sterling Silver (.925) > Other Antique Sterling Silver,10%,9.15%,9.15%,9.15%
20097,Antiques > Silver > Coin Silver (.900),10%,9.15%,9.15%,9.15%
169269,Antiques > Silver > Silver Alloys (.800-.899),10%,9.15%,9.15%,9.15%
105886,Antiques > Silver > Silverplate > Ash Trays,10%,9.15%,9.15%,9.15%
163048,Antiques > Silver > Silverplate > Baskets,10%,9.15%,9.15%,9.15%
163049,"Antiques > Silver > Silverplate > Bottles, Decanters & Flasks",10%,9.15%,9.15%,9.15%
37985,Antiques > Silver > Silverplate > Bowls,10%,9.15%,9.15%,9.15%
163050,Antiques > Silver > Silverplate > Butter Dishes,10%,9.15%,9.15%,9.15%
20098,Antiques > Silver > Silverplate > Candlesticks & Candelabra,10%,9.15%,9.15%,9.15%
163052,Antiques > Silver > Silverplate > Creamers & Sugar Bowls,10%,9.15%,9.15%,9.15%
37986,Antiques > Silver > Silverplate > Cups & Goblets,10%,9.15%,9.15%,9.15%
105889,Antiques > Silver > Silverplate > Dishes & Coasters,10%,9.15%,9.15%,9.15%
20099,Antiques > Silver > Silverplate > Flatware & Silverware,10%,9.15%,9.15%,9.15%
105894,Antiques > Silver > Silverplate > Napkin Rings & Clips,10%,9.15%,9.15%,9.15%
39437,Antiques > Silver > Silverplate > Pitchers & Jugs,10%,9.15%,9.15%,9.15%
163053,Antiques > Silver > Silverplate > Plates & Chargers,10%,9.15%,9.15%,9.15%
39438,Antiques > Silver > Silverplate > Platters & Trays,10%,9.15%,9.15%,9.15%
105896,Antiques > Silver > Silverplate > Sauce Boats,10%,9.15%,9.15%,9.15%
163051,Antiques > Silver > Silverplate > Souvenir Spoons,10%,9.15%,9.15%,9.15%
37988,Antiques > Silver > Silverplate > Tea/Coffee Pots & Sets,10%,9.15%,9.15%,9.15%
39439,Antiques > Silver > Silverplate > Vases & Urns,10%,9.15%,9.15%,9.15%
163054,Antiques > Silver > Silverplate > Mixed Lots,10%,9.15%,9.15%,9.15%
1216,Antiques > Silver > Silverplate > Other Antique Silverplate,10%,9.15%,9.15%,9.15%
151732,Antiques > Silver > Non-U.S. Silver > Asia,10%,9.15%,9.15%,9.15%
151727,Antiques > Silver > Non-U.S. Silver > Canada,10%,9.15%,9.15%,9.15%
151729,Antiques > Silver > Non-U.S. Silver > France,10%,9.15%,9.15%,9.15%
151730,Antiques > Silver > Non-U.S. Silver > Germany,10%,9.15%,9.15%,9.15%
151733,Antiques > Silver > Non-U.S. Silver > Mexico,10%,9.15%,9.15%,9.15%
156333,Antiques > Silver > Non-U.S. Silver > Middle East,10%,9.15%,9.15%,9.15%
151736,Antiques > Silver > Non-U.S. Silver > Russia,10%,9.15%,9.15%,9.15%
156334,Antiques > Silver > Non-U.S. Silver > Scandinavia,10%,9.15%,9.15%,9.15%
151735,Antiques > Silver > Non-U.S. Silver > Spain,10%,9.15%,9.15%,9.15%
151728,Antiques > Silver > Non-U.S. Silver > United Kingdom,10%,9.15%,9.15%,9.15%
156335,Antiques > Silver > Non-U.S. Silver > Unknown,10%,9.15%,9.15%,9.15%
151737,Antiques > Silver > Non-U.S. Silver > Other Antique Non-U.S. Silver,10%,9.15%,9.15%,9.15%
169270,Antiques > Silver > Unknown,10%,9.15%,9.15%,9.15%
171168,Antiques > Silver > Price Guides & Publications,10%,9.15%,9.15%,9.15%
22608,Antiques > Reproduction Antiques,10%,9.15%,9.15%,9.15%
12,Antiques > Other Antiques,10%,9.15%,9.15%,9.15%
28009,Art > Art Posters,10%,9.15%,9.15%,9.15%
552,Art > Art Drawings,10%,9.15%,9.15%,9.15%
2211,Art > Art Photographs,10%,9.15%,9.15%,9.15%
360,Art > Art Prints,10%,9.15%,9.15%,9.15%
553,Art > Art Sculptures,10%,9.15%,9.15%,9.15%
357,Art > Folk Art & Indigenous Art,10%,9.15%,9.15%,9.15%
554,Art > Mixed Media Art & Collage Art,10%,9.15%,9.15%,9.15%
551,Art > Paintings,10%,9.15%,9.15%,9.15%
156196,Art > Textile Art & Fiber Art,10%,9.15%,9.15%,9.15%
20158,Art > Other Art,10%,9.15%,9.15%,9.15%
20413,Baby > Baby Gear > Activity Centers,10%,9.15%,9.15%,9.15%
19069,Baby > Baby Gear > Baby Gyms & Play Mats,10%,9.15%,9.15%,9.15%
117032,Baby > Baby Gear > Baby Jumping Exercisers,10%,9.15%,9.15%,9.15%
2990,Baby > Baby Gear > Baby Swings,10%,9.15%,9.15%,9.15%
117034,Baby > Baby Gear > Bouncers & Vibrating Chairs,10%,9.15%,9.15%,9.15%
2988,Baby > Baby Gear > Playpens & Play Yards,10%,9.15%,9.15%,9.15%
117033,Baby > Baby Gear > Play Shades & Tents,10%,9.15%,9.15%,9.15%
134282,Baby > Baby Gear > Walkers,10%,9.15%,9.15%,9.15%
100224,Baby > Baby Gear > Other Baby Gear,10%,9.15%,9.15%,9.15%
20435,Baby > Baby Safety & Health > Baby Monitors,10%,9.15%,9.15%,9.15%
117027,Baby > Baby Safety & Health > Baby Proofing > Baby Locks & Latches,10%,9.15%,9.15%,9.15%
162184,Baby > Baby Safety & Health > Baby Proofing > Corner & Edge Cushions,10%,9.15%,9.15%,9.15%
134764,Baby > Baby Safety & Health > Baby Proofing > Outlet Covers,10%,9.15%,9.15%,9.15%
106803,Baby > Baby Safety & Health > Baby Proofing > Stove Guards,10%,9.15%,9.15%,9.15%
20434,Baby > Baby Safety & Health > Baby Proofing > Other Baby Proofing,10%,9.15%,9.15%,9.15%
117026,Baby > Baby Safety & Health > Baby Thermometers,10%,9.15%,9.15%,9.15%
162183,Baby > Baby Safety & Health > Bed Rails,10%,9.15%,9.15%,9.15%
134762,Baby > Baby Safety & Health > Car Window Signs & Decals,10%,9.15%,9.15%,9.15%
184343,Baby > Baby Safety & Health > Hearing Protection Earmuffs,10%,9.15%,9.15%,9.15%
117029,Baby > Baby Safety & Health > Safety Gates,10%,9.15%,9.15%,9.15%
73470,Baby > Baby Safety & Health > Shopping Cart Covers,10%,9.15%,9.15%,9.15%
134761,Baby > Baby Safety & Health > Toddler Safety Harnesses,10%,9.15%,9.15%,9.15%
20436,Baby > Baby Safety & Health > Other Baby Safety & Health,10%,9.15%,9.15%,9.15%
117016,Baby > Bathing & Grooming > Baby Scales,10%,9.15%,9.15%,9.15%
113814,Baby > Bathing & Grooming > Bath Tubs,10%,9.15%,9.15%,9.15%
162024,Baby > Bathing & Grooming > Bath Tub Seats & Rings,10%,9.15%,9.15%,9.15%
100221,Baby > Bathing & Grooming > Bathing Accessories,10%,9.15%,9.15%,9.15%
134756,Baby > Bathing & Grooming > Gift Sets,10%,9.15%,9.15%,9.15%
45452,Baby > Bathing & Grooming > Health & Grooming,10%,9.15%,9.15%,9.15%
82563,Baby > Bathing & Grooming > Shampoos & Soaps,10%,9.15%,9.15%,9.15%
20398,Baby > Bathing & Grooming > Skin Care,10%,9.15%,9.15%,9.15%
45453,Baby > Bathing & Grooming > Towels & Washcloths,10%,9.15%,9.15%,9.15%
45454,Baby > Bathing & Grooming > Other Baby Bathing & Grooming,10%,9.15%,9.15%,9.15%
66694,Baby > Car Safety Seats > Booster to 80lbs,10%,9.15%,9.15%,9.15%
66693,Baby > Car Safety Seats > Car Seat Accessories,10%,9.15%,9.15%,9.15%
66695,Baby > Car Safety Seats > Convertible Car Seat 5-40lbs,10%,9.15%,9.15%,9.15%
66696,Baby > Car Safety Seats > Infant Car Seat 5-20 lbs,10%,9.15%,9.15%,9.15%
117030,Baby > Car Safety Seats > Infant Head Support,10%,9.15%,9.15%,9.15%
2987,Baby > Car Safety Seats > Other Car Safety Seats,10%,9.15%,9.15%,9.15%
100982,"Baby > Carriers, Slings & Backpacks",10%,9.15%,9.15%,9.15%
117017,Baby > Diapering > Baby Wipe Warmers,10%,9.15%,9.15%,9.15%
45456,Baby > Diapering > Baby Wipes,10%,9.15%,9.15%,9.15%
66674,Baby > Diapering > Changing Pads & Covers,10%,9.15%,9.15%,9.15%
146531,Baby > Diapering > Cloth Diapers,10%,9.15%,9.15%,9.15%
15558,Baby > Diapering > Diaper Bags,10%,9.15%,9.15%,9.15%
117018,Baby > Diapering > Diaper Cakes,10%,9.15%,9.15%,9.15%
162036,Baby > Diapering > Diaper Coupons,10%,9.15%,9.15%,9.15%
26267,Baby > Diapering > Diaper Covers,10%,9.15%,9.15%,9.15%
20397,Baby > Diapering > Diaper Disposal,10%,9.15%,9.15%,9.15%
134758,Baby > Diapering > Diaper Stackers,10%,9.15%,9.15%,9.15%
15559,Baby > Diapering > Disposable Diapers,10%,9.15%,9.15%,9.15%
100222,Baby > Diapering > Swim Diapers,10%,9.15%,9.15%,9.15%
20399,Baby > Diapering > Other Diapering,10%,9.15%,9.15%,9.15%
20408,Baby > Feeding > Baby Bibs & Burp Cloths,10%,9.15%,9.15%,9.15%
162034,Baby > Feeding > Baby Food,10%,9.15%,9.15%,9.15%
134276,Baby > Feeding > Booster Chairs,10%,9.15%,9.15%,9.15%
20402,Baby > Feeding > Bottle Feeding > Baby Bottles,10%,9.15%,9.15%,9.15%
106777,Baby > Feeding > Bottle Feeding > Bottle Bags,10%,9.15%,9.15%,9.15%
184345,Baby > Feeding > Bottle Feeding > Bottle Brushes,10%,9.15%,9.15%,9.15%
184346,Baby > Feeding > Bottle Feeding > Bottle Drying Racks,10%,9.15%,9.15%,9.15%
162035,Baby > Feeding > Bottle Feeding > Bottle Nipples,10%,9.15%,9.15%,9.15%
106789,Baby > Feeding > Bottle Feeding > Bottle Sterilizers,10%,9.15%,9.15%,9.15%
20403,Baby > Feeding > Bottle Feeding > Formula,10%,9.15%,9.15%,9.15%
82228,Baby > Feeding > Bottle Feeding > Formula Coupons,10%,9.15%,9.15%,9.15%
184347,Baby > Feeding > Bottle Feeding > Formula Dispensers,10%,9.15%,9.15%,9.15%
184348,Baby > Feeding > Bottle Feeding > Sterilizing/Cleaning Supplies,10%,9.15%,9.15%,9.15%
184349,Baby > Feeding > Bottle Feeding > Other Bottle Feeding,10%,9.15%,9.15%,9.15%
