Category ID,Category Path,Standard Fee Rate,Basic Fee Rate,Premium Fee Rate,Anchor Fee Rate
36586,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Nightmare Before Christmas",10%,9.15%,9.15%,9.15%
142334,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Pirates of the Caribbean",10%,9.15%,9.15%,9.15%
19221,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Pluto",10%,9.15%,9.15%,9.15%
158767,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Ratatouille",10%,9.15%,9.15%,9.15%
19222,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Snow White",10%,9.15%,9.15%,9.15%
146041,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Tinker Bell, Peter Pan",10%,9.15%,9.15%,9.15%
19223,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Toy Story",10%,9.15%,9.15%,9.15%
168209,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Wall-E",10%,9.15%,9.15%,9.15%
19224,"Toys & Hobbies > TV, Movie & Character Toys > Disney > Other Disney Toys",10%,9.15%,9.15%,9.15%
166791,"Toys & Hobbies > TV, Movie & Character Toys > Doctor Who",10%,9.15%,9.15%,9.15%
44039,"Toys & Hobbies > TV, Movie & Character Toys > Dora the Explorer",10%,9.15%,9.15%,9.15%
20906,"Toys & Hobbies > TV, Movie & Character Toys > Dr. Seuss",10%,9.15%,9.15%,9.15%
20907,"Toys & Hobbies > TV, Movie & Character Toys > Dragon Tales",10%,9.15%,9.15%,9.15%
7117,"Toys & Hobbies > TV, Movie & Character Toys > DragonBall Z",10%,9.15%,9.15%,9.15%
20908,"Toys & Hobbies > TV, Movie & Character Toys > Dukes of Hazzard",10%,9.15%,9.15%,9.15%
95259,"Toys & Hobbies > TV, Movie & Character Toys > ET Extra Terrestrial",10%,9.15%,9.15%,9.15%
146056,"Toys & Hobbies > TV, Movie & Character Toys > Family Guy",10%,9.15%,9.15%,9.15%
63651,"Toys & Hobbies > TV, Movie & Character Toys > Fairly Odd Parents",10%,9.15%,9.15%,9.15%
19225,"Toys & Hobbies > TV, Movie & Character Toys > Flintstones",10%,9.15%,9.15%,9.15%
20909,"Toys & Hobbies > TV, Movie & Character Toys > Futurama",10%,9.15%,9.15%,9.15%
1195,"Toys & Hobbies > TV, Movie & Character Toys > Garfield",10%,9.15%,9.15%,9.15%
165948,"Toys & Hobbies > TV, Movie & Character Toys > Gerry Anderson Shows",10%,9.15%,9.15%,9.15%
20910,"Toys & Hobbies > TV, Movie & Character Toys > Gumby",10%,9.15%,9.15%,9.15%
50313,"Toys & Hobbies > TV, Movie & Character Toys > Hamtaro",10%,9.15%,9.15%,9.15%
11077,"Toys & Hobbies > TV, Movie & Character Toys > Harry Potter",10%,9.15%,9.15%,9.15%
5204,"Toys & Hobbies > TV, Movie & Character Toys > Hello Kitty",10%,9.15%,9.15%,9.15%
20911,"Toys & Hobbies > TV, Movie & Character Toys > Howdy Doody",10%,9.15%,9.15%,9.15%
166790,"Toys & Hobbies > TV, Movie & Character Toys > In the Night Garden",10%,9.15%,9.15%,9.15%
63652,"Toys & Hobbies > TV, Movie & Character Toys > Invader Zim",10%,9.15%,9.15%,9.15%
44049,"Toys & Hobbies > TV, Movie & Character Toys > Jay Jay the Jet Plane",10%,9.15%,9.15%,9.15%
95260,"Toys & Hobbies > TV, Movie & Character Toys > Jimmy Neutron",10%,9.15%,9.15%,9.15%
168212,"Toys & Hobbies > TV, Movie & Character Toys > Kung Fu Panda",10%,9.15%,9.15%,9.15%
20912,"Toys & Hobbies > TV, Movie & Character Toys > Lamb Chop, Shari Lewis",10%,9.15%,9.15%,9.15%
95261,"Toys & Hobbies > TV, Movie & Character Toys > Land Before Time",10%,9.15%,9.15%,9.15%
20914,"Toys & Hobbies > TV, Movie & Character Toys > Lost in Space",10%,9.15%,9.15%,9.15%
168210,"Toys & Hobbies > TV, Movie & Character Toys > Madagascar",10%,9.15%,9.15%,9.15%
44056,"Toys & Hobbies > TV, Movie & Character Toys > Maisy",10%,9.15%,9.15%,9.15%
168211,"Toys & Hobbies > TV, Movie & Character Toys > Max & Ruby",10%,9.15%,9.15%,9.15%
20915,"Toys & Hobbies > TV, Movie & Character Toys > Munsters",10%,9.15%,9.15%,9.15%
2627,"Toys & Hobbies > TV, Movie & Character Toys > Muppets, Sesame Street",10%,9.15%,9.15%,9.15%
375,"Toys & Hobbies > TV, Movie & Character Toys > My Little Pony > Pre-1990",10%,9.15%,9.15%,9.15%
47228,"Toys & Hobbies > TV, Movie & Character Toys > My Little Pony > 1990-Now",10%,9.15%,9.15%,9.15%
95263,"Toys & Hobbies > TV, Movie & Character Toys > My Melody, Miffy",10%,9.15%,9.15%,9.15%
20916,"Toys & Hobbies > TV, Movie & Character Toys > Noddy",10%,9.15%,9.15%,9.15%
773,"Toys & Hobbies > TV, Movie & Character Toys > Peanuts Gang",10%,9.15%,9.15%,9.15%
20917,"Toys & Hobbies > TV, Movie & Character Toys > Pee-Wee Herman",10%,9.15%,9.15%,9.15%
1524,"Toys & Hobbies > TV, Movie & Character Toys > Pokémon",10%,9.15%,9.15%,9.15%
19239,"Toys & Hobbies > TV, Movie & Character Toys > Popeye",10%,9.15%,9.15%,9.15%
95264,"Toys & Hobbies > TV, Movie & Character Toys > Popples",10%,9.15%,9.15%,9.15%
12523,"Toys & Hobbies > TV, Movie & Character Toys > Powerpuff Girls",10%,9.15%,9.15%,9.15%
19241,"Toys & Hobbies > TV, Movie & Character Toys > Rocky & Bullwinkle",10%,9.15%,9.15%,9.15%
95252,"Toys & Hobbies > TV, Movie & Character Toys > Rudolph",10%,9.15%,9.15%,9.15%
2628,"Toys & Hobbies > TV, Movie & Character Toys > Rugrats",10%,9.15%,9.15%,9.15%
11747,"Toys & Hobbies > TV, Movie & Character Toys > Scooby-Doo",10%,9.15%,9.15%,9.15%
158761,"Toys & Hobbies > TV, Movie & Character Toys > Shrek",10%,9.15%,9.15%,9.15%
19242,"Toys & Hobbies > TV, Movie & Character Toys > Simpsons",10%,9.15%,9.15%,9.15%
19243,"Toys & Hobbies > TV, Movie & Character Toys > Smurfs",10%,9.15%,9.15%,9.15%
158768,"Toys & Hobbies > TV, Movie & Character Toys > Sonic",10%,9.15%,9.15%,9.15%
20918,"Toys & Hobbies > TV, Movie & Character Toys > South Park",10%,9.15%,9.15%,9.15%
19244,"Toys & Hobbies > TV, Movie & Character Toys > Speed Racer",10%,9.15%,9.15%,9.15%
146094,"Toys & Hobbies > TV, Movie & Character Toys > Spider-Man",10%,9.15%,9.15%,9.15%
20919,"Toys & Hobbies > TV, Movie & Character Toys > SpongeBob Squarepants",10%,9.15%,9.15%,9.15%
146102,"Toys & Hobbies > TV, Movie & Character Toys > Strawberry Shortcake",10%,9.15%,9.15%,9.15%
756,"Toys & Hobbies > TV, Movie & Character Toys > Teletubbies",10%,9.15%,9.15%,9.15%
146107,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Backpacks, Bags",10%,9.15%,9.15%,9.15%
146108,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Clothing & Accessories",10%,9.15%,9.15%,9.15%
113513,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Games, Toys & Train Sets > Accessories",10%,9.15%,9.15%,9.15%
146109,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Games, Toys & Train Sets > Games",10%,9.15%,9.15%,9.15%
113518,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Games, Toys & Train Sets > Trains & Vehicles",10%,9.15%,9.15%,9.15%
113519,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Games, Toys & Train Sets > Train Sets",10%,9.15%,9.15%,9.15%
22721,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Games, Toys & Train Sets > Other Thomas Games & Toys",10%,9.15%,9.15%,9.15%
146110,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Home Décor",10%,9.15%,9.15%,9.15%
146111,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Lunch Boxes, Dinnerware",10%,9.15%,9.15%,9.15%
2629,"Toys & Hobbies > TV, Movie & Character Toys > Thomas the Tank Engine > Other Thomas Toys",10%,9.15%,9.15%,9.15%
20921,"Toys & Hobbies > TV, Movie & Character Toys > Three Stooges",10%,9.15%,9.15%,9.15%
20922,"Toys & Hobbies > TV, Movie & Character Toys > Veggie Tales",10%,9.15%,9.15%,9.15%
19250,"Toys & Hobbies > TV, Movie & Character Toys > Warner Bros.",10%,9.15%,9.15%,9.15%
20923,"Toys & Hobbies > TV, Movie & Character Toys > Wiggles",10%,9.15%,9.15%,9.15%
19251,"Toys & Hobbies > TV, Movie & Character Toys > Winnie the Pooh",10%,9.15%,9.15%,9.15%
168213,"Toys & Hobbies > TV, Movie & Character Toys > Wonder Pets",10%,9.15%,9.15%,9.15%
168214,"Toys & Hobbies > TV, Movie & Character Toys > Wow Wow Wubbzy",10%,9.15%,9.15%,9.15%
168215,"Toys & Hobbies > TV, Movie & Character Toys > Yo Gabba Gabba",10%,9.15%,9.15%,9.15%
2622,"Toys & Hobbies > TV, Movie & Character Toys > Other TV/Movie Character Toys",10%,9.15%,9.15%,9.15%
152939,Toys & Hobbies > Vintage & Antique Toys > Cap Guns > Diecast,10%,9.15%,9.15%,9.15%
2661,Toys & Hobbies > Vintage & Antique Toys > Cap Guns > Cast Iron,10%,9.15%,9.15%,9.15%
720,Toys & Hobbies > Vintage & Antique Toys > Cap Guns > Other Vintage Cap Guns,10%,9.15%,9.15%,9.15%
165968,Toys & Hobbies > Vintage & Antique Toys > Card Games,10%,9.15%,9.15%,9.15%
721,Toys & Hobbies > Vintage & Antique Toys > Cast Iron,10%,9.15%,9.15%,9.15%
722,Toys & Hobbies > Vintage & Antique Toys > Celluloid,10%,9.15%,9.15%,9.15%
723,Toys & Hobbies > Vintage & Antique Toys > Character,10%,9.15%,9.15%,9.15%
19252,"Toys & Hobbies > Vintage & Antique Toys > Cowboy, Western",10%,9.15%,9.15%,9.15%
166801,Toys & Hobbies > Vintage & Antique Toys > Kitchen Sets,10%,9.15%,9.15%,9.15%
152938,Toys & Hobbies > Vintage & Antique Toys > Lead Toys & Figures,10%,9.15%,9.15%,9.15%
725,Toys & Hobbies > Vintage & Antique Toys > Paper Toys,10%,9.15%,9.15%,9.15%
727,Toys & Hobbies > Vintage & Antique Toys > Play Sets,10%,9.15%,9.15%,9.15%
728,Toys & Hobbies > Vintage & Antique Toys > Pull Toys,10%,9.15%,9.15%,9.15%
158798,Toys & Hobbies > Vintage & Antique Toys > Spinning Tops,10%,9.15%,9.15%,9.15%
166802,Toys & Hobbies > Vintage & Antique Toys > Tea Sets,10%,9.15%,9.15%,9.15%
2647,Toys & Hobbies > Vintage & Antique Toys > Tin > Character,10%,9.15%,9.15%,9.15%
2648,Toys & Hobbies > Vintage & Antique Toys > Tin > Reproductions,10%,9.15%,9.15%,9.15%
158799,Toys & Hobbies > Vintage & Antique Toys > Tin > Vehicles,10%,9.15%,9.15%,9.15%
736,Toys & Hobbies > Vintage & Antique Toys > Tin > Other Vintage Tin Toys,10%,9.15%,9.15%,9.15%
1198,Toys & Hobbies > Vintage & Antique Toys > Toy Parts,10%,9.15%,9.15%,9.15%
74986,Toys & Hobbies > Vintage & Antique Toys > Wind-up Toys,10%,9.15%,9.15%,9.15%
168250,Toys & Hobbies > Vintage & Antique Toys > Reproductions,10%,9.15%,9.15%,9.15%
30,Toys & Hobbies > Vintage & Antique Toys > Other Vintage & Antique Toys,10%,9.15%,9.15%,9.15%
40150,Toys & Hobbies > Wholesale Lots > Action Figures,10%,9.15%,9.15%,9.15%
51023,Toys & Hobbies > Wholesale Lots > Diecast Toy Vehicles,10%,9.15%,9.15%,9.15%
51024,Toys & Hobbies > Wholesale Lots > Games,10%,9.15%,9.15%,9.15%
51032,Toys & Hobbies > Wholesale Lots > Model Railroads & Trains,10%,9.15%,9.15%,9.15%
51025,"Toys & Hobbies > Wholesale Lots > Novelty, Vending Toys",10%,9.15%,9.15%,9.15%
51028,Toys & Hobbies > Wholesale Lots > Pretend Play & Preschool,10%,9.15%,9.15%,9.15%
51029,Toys & Hobbies > Wholesale Lots > Radio Control,10%,9.15%,9.15%,9.15%
51030,"Toys & Hobbies > Wholesale Lots > Stuffed Animals, Beanbag Plush",10%,9.15%,9.15%,9.15%
51031,"Toys & Hobbies > Wholesale Lots > TV, Movie & Character Toys",10%,9.15%,9.15%,9.15%
26424,Toys & Hobbies > Wholesale Lots > Other Wholesale Toy Lots,10%,9.15%,9.15%,9.15%
3253,Travel > Airline,10%,9.15%,9.15%,9.15%
164802,Travel > Campground & RV Parks,10%,9.15%,9.15%,9.15%
147399,Travel > Car Rental,10%,9.15%,9.15%,9.15%
16078,Travel > Cruises,10%,9.15%,9.15%,9.15%
16123,Travel > Lodging,10%,9.15%,9.15%,9.15%
16080,Travel > Luggage,10%,9.15%,9.15%,9.15%
164797,Travel > Luggage Accessories > Luggage Carts,10%,9.15%,9.15%,9.15%
164798,Travel > Luggage Accessories > Luggage Scales,10%,9.15%,9.15%,9.15%
164799,Travel > Luggage Accessories > Luggage Straps,10%,9.15%,9.15%,9.15%
164800,Travel > Luggage Accessories > Luggage Tags,10%,9.15%,9.15%,9.15%
173521,Travel > Luggage Accessories > Other Luggage Accessories,10%,9.15%,9.15%,9.15%
164804,Travel > Maps > Asia,10%,9.15%,9.15%,9.15%
164805,Travel > Maps > Europe,10%,9.15%,9.15%,9.15%
164806,Travel > Maps > North America,10%,9.15%,9.15%,9.15%
164807,Travel > Maps > Other Travel Maps,10%,9.15%,9.15%,9.15%
98982,Travel > Rail,10%,9.15%,9.15%,9.15%
19315,Travel > Travel Accessories > Adapters & Converters,10%,9.15%,9.15%,9.15%
98972,Travel > Travel Accessories > Flight Socks,10%,9.15%,9.15%,9.15%
164796,Travel > Travel Accessories > Locks,10%,9.15%,9.15%,9.15%
98968,Travel > Travel Accessories > Money Belts & Wallets,10%,9.15%,9.15%,9.15%
164795,Travel > Travel Accessories > Passport & ID Holders,10%,9.15%,9.15%,9.15%
58730,Travel > Travel Accessories > Travel Pillows,10%,9.15%,9.15%,9.15%
93839,Travel > Travel Accessories > Other Travel Accessories,10%,9.15%,9.15%,9.15%
3256,Travel > Vacation Packages > With Air,10%,9.15%,9.15%,9.15%
29579,Travel > Vacation Packages > Without Air,10%,9.15%,9.15%,9.15%
183477,Travel > Vintage Luggage & Travel Accs,10%,9.15%,9.15%,9.15%
1310,Travel > Other Travel,10%,9.15%,9.15%,9.15%
139973,Video Games & Consoles > Video Games,10%,9.15%,9.15%,9.15%
139971,Video Games & Consoles > Video Game Consoles,10%,4%,4%,4%
171826,Video Games & Consoles > Video Game Accessories > Accessory Bundles,10%,9.15%,9.15%,9.15%
171831,"Video Games & Consoles > Video Game Accessories > Bags, Skins & Travel Cases",10%,9.15%,9.15%,9.15%
171813,Video Games & Consoles > Video Game Accessories > Batteries,10%,9.15%,9.15%,9.15%
171814,Video Games & Consoles > Video Game Accessories > Cables & Adapters,10%,9.15%,9.15%,9.15%
171858,Video Games & Consoles > Video Game Accessories > Chargers & Charging Docks,10%,9.15%,9.15%,9.15%
117042,Video Games & Consoles > Video Game Accessories > Controllers & Attachments,10%,9.15%,9.15%,9.15%
171898,Video Games & Consoles > Video Game Accessories > Cooling Devices,10%,9.15%,9.15%,9.15%
171668,"Video Games & Consoles > Video Game Accessories > Faceplates, Decals & Stickers",10%,9.15%,9.15%,9.15%
171820,Video Games & Consoles > Video Game Accessories > Hard Drives,10%,9.15%,9.15%,9.15%
171821,Video Games & Consoles > Video Game Accessories > Headsets,10%,9.15%,9.15%,9.15%
172510,Video Games & Consoles > Video Game Accessories > Keyboards & Keypads,10%,9.15%,9.15%,9.15%
117045,Video Games & Consoles > Video Game Accessories > Memory Cards & Expansion Packs,10%,9.15%,9.15%,9.15%
117044,Video Games & Consoles > Video Game Accessories > Motion Sensors & Cameras,10%,9.15%,9.15%,9.15%
182179,Video Games & Consoles > Video Game Accessories > Mounts & Stands,10%,9.15%,9.15%,9.15%
171837,Video Games & Consoles > Video Game Accessories > Screen Protectors,10%,9.15%,9.15%,9.15%
171839,Video Games & Consoles > Video Game Accessories > Styluses,10%,9.15%,9.15%,9.15%
182180,Video Games & Consoles > Video Game Accessories > Toys to Life,10%,9.15%,9.15%,9.15%
49230,Video Games & Consoles > Video Game Accessories > Other Video Game Accessories,10%,9.15%,9.15%,9.15%
182174,"Video Games & Consoles > Manuals, Inserts & Box Art",10%,9.15%,9.15%,9.15%
182175,Video Games & Consoles > Original Game Cases & Boxes,10%,9.15%,9.15%,9.15%
156597,Video Games & Consoles > Prepaid Gaming Cards,10%,9.15%,9.15%,9.15%
171833,Video Games & Consoles > Replacement Parts & Tools,10%,9.15%,9.15%,9.15%
156595,Video Games & Consoles > Strategy Guides & Cheats,10%,9.15%,9.15%,9.15%
38583,Video Games & Consoles > Video Game Merchandise,10%,9.15%,9.15%,9.15%
187,Video Games & Consoles > Other Video Games & Consoles,10%,9.15%,9.15%,9.15%
48751,Video Games & Consoles > Wholesale Lots > Accessories,10%,9.15%,9.15%,9.15%
48752,Video Games & Consoles > Wholesale Lots > Console Systems,10%,9.15%,9.15%,9.15%
31583,Video Games & Consoles > Wholesale Lots > Games,10%,9.15%,9.15%,9.15%
48750,Video Games & Consoles > Wholesale Lots > Other Whlsl Video Game Lots,10%,9.15%,9.15%,9.15%
166819,Everything Else > Adult Only > Adult Only Art > Adult Only Art Prints,10%,9.15%,9.15%,9.15%
166815,Everything Else > Adult Only > Adult Only Art > Adult Only Drawings,10%,9.15%,9.15%,9.15%
166816,Everything Else > Adult Only > Adult Only Art > Adult Only Folk Art,10%,9.15%,9.15%,9.15%
166817,Everything Else > Adult Only > Adult Only Art > Adult Only Mixed Media Art,10%,9.15%,9.15%,9.15%
166818,Everything Else > Adult Only > Adult Only Art > Adult Only Paintings,10%,9.15%,9.15%,9.15%
323,Everything Else > Adult Only > Adult Only Art > Adult Only Photographs,10%,9.15%,9.15%,9.15%
183702,Everything Else > Adult Only > Adult Only Art > Adult Only Posters,10%,9.15%,9.15%,9.15%
166820,Everything Else > Adult Only > Adult Only Art > Adult Only Sculptures,10%,9.15%,9.15%,9.15%
166821,Everything Else > Adult Only > Adult Only Art > Adult Only Textile Art,10%,9.15%,9.15%,9.15%
882,Everything Else > Adult Only > Adult Only Art > Other Adult Only Art,10%,9.15%,9.15%,9.15%
379,Everything Else > Adult Only > Books > Fiction,10%,9.15%,9.15%,9.15%
166804,Everything Else > Adult Only > Books > Non-Fiction,10%,9.15%,9.15%,9.15%
166858,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Costumes & Fantasy Wear > Men",10%,9.15%,9.15%,9.15%
166859,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Costumes & Fantasy Wear > Women",10%,9.15%,9.15%,9.15%
166860,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Costumes & Fantasy Wear > Unisex",10%,9.15%,9.15%,9.15%
166862,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Intimate Apparel > Men",10%,9.15%,9.15%,9.15%
166863,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Intimate Apparel > Women",10%,9.15%,9.15%,9.15%
166864,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Intimate Apparel > Unisex",10%,9.15%,9.15%,9.15%
166865,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Shoes",10%,9.15%,9.15%,9.15%
166866,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Accessories",10%,9.15%,9.15%,9.15%
4794,"Everything Else > Adult Only > Clothing, Shoes & Accessories > Other Adult Clothing & Accs",10%,9.15%,9.15%,9.15%
1605,Everything Else > Adult Only > Collectibles > Autographs,10%,9.15%,9.15%,9.15%
1604,Everything Else > Adult Only > Collectibles > Comics,10%,9.15%,9.15%,9.15%
4952,Everything Else > Adult Only > Collectibles > Figurines,10%,9.15%,9.15%,9.15%
923,Everything Else > Adult Only > Collectibles > Postcards,10%,9.15%,9.15%,9.15%
1606,Everything Else > Adult Only > Collectibles > Adult Trading Cards,10%,9.15%,9.15%,9.15%
166806,Everything Else > Adult Only > Collectibles > Other Adult Collectibles,10%,9.15%,9.15%,9.15%
7322,Everything Else > Adult Only > Domain Names,10%,9.15%,9.15%,9.15%
166807,Everything Else > Adult Only > DVDs & Movies > Blu-ray,10%,9.15%,9.15%,9.15%
1273,Everything Else > Adult Only > DVDs & Movies > DVD,10%,9.15%,9.15%,9.15%
166808,Everything Else > Adult Only > DVDs & Movies > Film,10%,9.15%,9.15%,9.15%
166809,Everything Else > Adult Only > DVDs & Movies > HD DVD,10%,9.15%,9.15%,9.15%
1274,Everything Else > Adult Only > DVDs & Movies > Laserdisc,10%,9.15%,9.15%,9.15%
322,"Everything Else > Adult Only > DVDs & Movies > VCD, SVCD",10%,9.15%,9.15%,9.15%
321,Everything Else > Adult Only > DVDs & Movies > VHS,10%,9.15%,9.15%,9.15%
166810,Everything Else > Adult Only > DVDs & Movies > VHS Non-US (PAL),10%,9.15%,9.15%,9.15%
166811,Everything Else > Adult Only > DVDs & Movies > Other Adult Movie Formats,10%,9.15%,9.15%,9.15%
166812,Everything Else > Adult Only > DVDs & Movies > Wholesale Lots,10%,9.15%,9.15%,9.15%
30119,Everything Else > Adult Only > Jewelry,10%,9.15%,9.15%,9.15%
613,Everything Else > Adult Only > Magazine Back Issues,10%,9.15%,9.15%,9.15%
166823,Everything Else > Adult Only > Music > Cassettes,10%,9.15%,9.15%,9.15%
166824,Everything Else > Adult Only > Music > CDs,10%,9.15%,9.15%,9.15%
166825,Everything Else > Adult Only > Music > Records,10%,9.15%,9.15%,9.15%
166826,Everything Else > Adult Only > Music > Other Adult Music Formats,10%,9.15%,9.15%,9.15%
166828,Everything Else > Adult Only > Sex Accessories > Condoms,10%,9.15%,9.15%,9.15%
166829,Everything Else > Adult Only > Sex Accessories > Furniture & Props,10%,9.15%,9.15%,9.15%
166830,Everything Else > Adult Only > Sex Accessories > Games,10%,9.15%,9.15%,9.15%
166831,Everything Else > Adult Only > Sex Accessories > Kits,10%,9.15%,9.15%,9.15%
166832,Everything Else > Adult Only > Sex Accessories > Lotions,10%,9.15%,9.15%,9.15%
166833,Everything Else > Adult Only > Sex Accessories > Massage Oils,10%,9.15%,9.15%,9.15%
4833,Everything Else > Adult Only > Sex Accessories > Novelties,10%,9.15%,9.15%,9.15%
166834,Everything Else > Adult Only > Sex Accessories > Oral Sex Accessories,10%,9.15%,9.15%,9.15%
166835,Everything Else > Adult Only > Sex Accessories > Sex Lubes,10%,9.15%,9.15%,9.15%
166836,Everything Else > Adult Only > Sex Accessories > Other Sex Accessories,10%,9.15%,9.15%,9.15%
166837,Everything Else > Adult Only > Sex Accessories > Wholesale Lots,10%,9.15%,9.15%,9.15%
166839,Everything Else > Adult Only > Sex Toys > Anal Plugs,10%,9.15%,9.15%,9.15%
166840,Everything Else > Adult Only > Sex Toys > Ben Wa Balls,10%,9.15%,9.15%,9.15%
166841,Everything Else > Adult Only > Sex Toys > Bondage,10%,9.15%,9.15%,9.15%
166842,Everything Else > Adult Only > Sex Toys > Cock Rings,10%,9.15%,9.15%,9.15%
166843,Everything Else > Adult Only > Sex Toys > Dildos,10%,9.15%,9.15%,9.15%
166844,Everything Else > Adult Only > Sex Toys > Kits,10%,9.15%,9.15%,9.15%
166845,Everything Else > Adult Only > Sex Toys > Love Dolls,10%,9.15%,9.15%,9.15%
166846,Everything Else > Adult Only > Sex Toys > Male Masturbators,10%,9.15%,9.15%,9.15%
166847,Everything Else > Adult Only > Sex Toys > Nipple Toys,10%,9.15%,9.15%,9.15%
166848,Everything Else > Adult Only > Sex Toys > Oral Sex Toys,10%,9.15%,9.15%,9.15%
166849,Everything Else > Adult Only > Sex Toys > Penis Enhancers,10%,9.15%,9.15%,9.15%
166850,Everything Else > Adult Only > Sex Toys > Penis Pumps,10%,9.15%,9.15%,9.15%
166851,Everything Else > Adult Only > Sex Toys > Pussy Pumps,10%,9.15%,9.15%,9.15%
166852,Everything Else > Adult Only > Sex Toys > Strap-On Sex Toys,10%,9.15%,9.15%,9.15%
166853,Everything Else > Adult Only > Sex Toys > Vibrators,10%,9.15%,9.15%,9.15%
4793,Everything Else > Adult Only > Sex Toys > Other Sex Toys,10%,9.15%,9.15%,9.15%
166854,Everything Else > Adult Only > Sex Toys > Wholesale Lots,10%,9.15%,9.15%,9.15%
166855,Everything Else > Adult Only > Video Games,10%,9.15%,9.15%,9.15%
320,Everything Else > Adult Only > Other Adult Only,10%,9.15%,9.15%,9.15%
16708,Everything Else > Career Development & Education > Certification & Licenses,10%,9.15%,9.15%,9.15%
21255,Everything Else > Career Development & Education > Computer & Technical,10%,9.15%,9.15%,9.15%
102325,Everything Else > Career Development & Education > Direct Selling,10%,9.15%,9.15%,9.15%
102326,Everything Else > Career Development & Education > Entrepreneurship,10%,9.15%,9.15%,9.15%
4256,"Everything Else > Career Development & Education > Healthcare, Nursing",10%,9.15%,9.15%,9.15%
102327,Everything Else > Career Development & Education > Marketing,10%,9.15%,9.15%,9.15%
102328,Everything Else > Career Development & Education > Real Estate,10%,9.15%,9.15%,9.15%
3144,Everything Else > Career Development & Education > Other Career Development,10%,9.15%,9.15%,9.15%
177601,Everything Else > eBay Special Offers > eBay Special Offer 1,10%,9.15%,9.15%,9.15%
177602,Everything Else > eBay Special Offers > Gifts that Give Back,10%,9.15%,9.15%,9.15%
177603,Everything Else > eBay Special Offers > eBay Special Offer 3,10%,9.15%,9.15%,9.15%
20924,Everything Else > eBay User Tools,10%,9.15%,9.15%,9.15%
88740,Everything Else > Funeral & Cemetery > Caskets,10%,9.15%,9.15%,9.15%
179691,Everything Else > Funeral & Cemetery > Casket Parts & Accessories,10%,9.15%,9.15%,9.15%
88741,Everything Else > Funeral & Cemetery > Cemetery Plots,10%,9.15%,9.15%,9.15%
88742,Everything Else > Funeral & Cemetery > Cremation Urns,10%,9.15%,9.15%,9.15%
179692,"Everything Else > Funeral & Cemetery > Headstones, Grave Markers",10%,9.15%,9.15%,9.15%
88743,Everything Else > Funeral & Cemetery > Mortuary Supplies,10%,9.15%,9.15%,9.15%
88744,Everything Else > Funeral & Cemetery > Other Funeral & Cemetery,10%,9.15%,9.15%,9.15%
20926,"Everything Else > Genealogy > Births, Marriages, Deaths",10%,9.15%,9.15%,9.15%
20927,Everything Else > Genealogy > Census Records,10%,9.15%,9.15%,9.15%
20928,"Everything Else > Genealogy > City, State Directories",10%,9.15%,9.15%,9.15%
116098,Everything Else > Genealogy > Coat of Arms,10%,9.15%,9.15%,9.15%
116099,"Everything Else > Genealogy > County, State History",10%,9.15%,9.15%,9.15%
116100,Everything Else > Genealogy > Family Trees,10%,9.15%,9.15%,9.15%
20929,"Everything Else > Genealogy > Immigration, Passenger Lists",10%,9.15%,9.15%,9.15%
102364,Everything Else > Genealogy > Maps > A-I,10%,9.15%,9.15%,9.15%
102366,Everything Else > Genealogy > Maps > J-M,10%,9.15%,9.15%,9.15%
102365,Everything Else > Genealogy > Maps > N-P,10%,9.15%,9.15%,9.15%
102367,Everything Else > Genealogy > Maps > R-W,10%,9.15%,9.15%,9.15%
102369,Everything Else > Genealogy > Maps > International,10%,9.15%,9.15%,9.15%
20930,Everything Else > Genealogy > Maps > Other Genealogy Maps,10%,9.15%,9.15%,9.15%
20931,Everything Else > Genealogy > Military Records,10%,9.15%,9.15%,9.15%
2980,Everything Else > Genealogy > Other Genealogy,10%,9.15%,9.15%,9.15%
